agent,area_sqm,bathrooms,bedrooms,description,listing_id,location,on_show,price,property_type,special_tag,url
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 479 950 To R 999 683,Wilfordon    Development in Wilfordon,,Not specified
Not specified,243,Not specified,Not specified,Not specified,Not specified,Helderkruin,,POA,Commercial Property,,Not specified
Not specified,243,Not specified,Not specified,Not specified,Not specified,Helderkruin,,POA,Commercial Property,,Not specified
Not specified,414,Not specified,3,Not specified,Not specified,Honeydew Manor,,R 1 999 000,3 Bedroom House,,Not specified
Not specified,414,Not specified,3,Not specified,Not specified,Honeydew Manor,,R 1 999 000,3 Bedroom House,,Not specified
Not specified,977,Not specified,4,Not specified,Not specified,Bergbron,,R 2 100 000,4 Bedroom House,,Not specified
Not specified,977,Not specified,4,Not specified,Not specified,Bergbron,,R 2 100 000,4 Bedroom House,,Not specified
Not specified,67,Not specified,2,Not specified,Not specified,Honeypark,,R 650 000,2 Bedroom Apartment,,Not specified
Not specified,67,Not specified,2,Not specified,Not specified,Honeypark,,R 650 000,2 Bedroom Apartment,,Not specified
Not specified,79,Not specified,2,Not specified,Not specified,Witpoortjie,,R 430 000,2 Bedroom Apartment,,Not specified
Not specified,79,Not specified,2,Not specified,Not specified,Witpoortjie,,R 430 000,2 Bedroom Apartment,,Not specified
Not specified,115,Not specified,5,Not specified,Not specified,Weltevreden Park,,R 2 050 000,5 Bedroom House,,Not specified
Not specified,115,Not specified,5,Not specified,Not specified,Weltevreden Park,,R 2 050 000,5 Bedroom House,,Not specified
Not specified,135,Not specified,4,Not specified,Not specified,Little Falls,,R 2 890 000,4 Bedroom House,,Not specified
Not specified,135,Not specified,4,Not specified,Not specified,Little Falls,,R 2 890 000,4 Bedroom House,,Not specified
Not specified,064,Not specified,3,Not specified,Not specified,Honeydew Manor,,R 1 850 000,3 Bedroom Townhouse,,Not specified
Not specified,064,Not specified,3,Not specified,Not specified,Honeydew Manor,,R 1 850 000,3 Bedroom Townhouse,,Not specified
Not specified,87,Not specified,3,Not specified,Not specified,Groblerpark,,R 665 000,3 Bedroom Apartment,,Not specified
Not specified,87,Not specified,3,Not specified,Not specified,Groblerpark,,R 665 000,3 Bedroom Apartment,,Not specified
Not specified,72,Not specified,2,Not specified,Not specified,Groblerpark,,R 545 000,2 Bedroom Apartment,,Not specified
Not specified,72,Not specified,2,Not specified,Not specified,Groblerpark,,R 545 000,2 Bedroom Apartment,,Not specified
Not specified,331,Not specified,2,Not specified,Not specified,Honeydew Ridge,- view by appointment only- book  your timeslot early to avoid disappointment!!,R 980 000,2 Bedroom Townhouse,,Not specified
Not specified,331,Not specified,2,Not specified,Not specified,Honeydew Ridge,- view by appointment only- book  your timeslot early to avoid disappointment!!,R 980 000,2 Bedroom Townhouse,,Not specified
Not specified,70,Not specified,2,Not specified,Not specified,Honeydew Ridge,,R 820 000,2 Bedroom Townhouse,,Not specified
Not specified,70,Not specified,2,Not specified,Not specified,Honeydew Ridge,,R 820 000,2 Bedroom Townhouse,,Not specified
Not specified,887,2,2,Not specified,Not specified,Bergbron,,R 850 000,2 Bedroom Townhouse,,Not specified
Not specified,887,2,2,Not specified,Not specified,Bergbron,,R 850 000,2 Bedroom Townhouse,,Not specified
Not specified,145,Not specified,3,Not specified,Not specified,Roodekrans AH,,R 1 350 000,3 Bedroom Townhouse,,Not specified
Not specified,145,Not specified,3,Not specified,Not specified,Roodekrans AH,,R 1 350 000,3 Bedroom Townhouse,,Not specified
Not specified,456,Not specified,3,Not specified,Not specified,Helderkruin,,R 2 700 000,3 Bedroom House,,Not specified
Not specified,456,Not specified,3,Not specified,Not specified,Helderkruin,,R 2 700 000,3 Bedroom House,,Not specified
Not specified,92,Not specified,2,Not specified,Not specified,Honeydew Ridge,,R 900 000,2 Bedroom Townhouse,,Not specified
Not specified,92,Not specified,2,Not specified,Not specified,Honeydew Ridge,,R 900 000,2 Bedroom Townhouse,,Not specified
Not specified,61,Not specified,1,Not specified,Not specified,Horizon View,,R 350 000,1 Bedroom Apartment,,Not specified
Not specified,61,Not specified,1,Not specified,Not specified,Horizon View,,R 350 000,1 Bedroom Apartment,,Not specified
Not specified,033,Not specified,5,Not specified,Not specified,Eagle Canyon Golf Estate,,R 9 750 000,5 Bedroom House,,Not specified
Not specified,033,Not specified,5,Not specified,Not specified,Eagle Canyon Golf Estate,,R 9 750 000,5 Bedroom House,,Not specified
Not specified,837,Not specified,3,Not specified,Not specified,Roodekrans,,R 2 998 000,3 Bedroom House,,Not specified
Not specified,837,Not specified,3,Not specified,Not specified,Roodekrans,,R 2 998 000,3 Bedroom House,,Not specified
Not specified,910,4,5,Not specified,Not specified,Allen's Nek,,R 1 795 000,5 Bedroom House,,Not specified
Not specified,910,4,5,Not specified,Not specified,Allen's Nek,,R 1 795 000,5 Bedroom House,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 479 950 To R 999 683,Wilfordon    Development in Wilfordon,,Not specified
Not specified,157,Not specified,2,Not specified,Not specified,Roodepoort West,,R 818 590,2 Bedroom House,,Not specified
Not specified,157,Not specified,2,Not specified,Not specified,Roodepoort West,,R 818 590,2 Bedroom House,,Not specified
Not specified,77,Not specified,2,Not specified,Not specified,Fleurhof,,R 450 000,2 Bedroom Apartment,,Not specified
Not specified,77,Not specified,2,Not specified,Not specified,Fleurhof,,R 450 000,2 Bedroom Apartment,,Not specified
Not specified,860,Not specified,2,Not specified,Not specified,Lindhaven,,R 500 000,2 Bedroom Townhouse,,Not specified
Not specified,860,Not specified,2,Not specified,Not specified,Lindhaven,,R 500 000,2 Bedroom Townhouse,,Not specified
Not specified,699,Not specified,4,Not specified,Not specified,Ruimsig,,R 2 800 000,4 Bedroom Townhouse,,Not specified
Not specified,699,Not specified,4,Not specified,Not specified,Ruimsig,,R 2 800 000,4 Bedroom Townhouse,,Not specified
Not specified,353,Not specified,4,Not specified,Not specified,Helderkruin View,,R 3 250 000,4 Bedroom House,,Not specified
Not specified,353,Not specified,4,Not specified,Not specified,Helderkruin View,,R 3 250 000,4 Bedroom House,,Not specified
Not specified,820,Not specified,6,Not specified,Not specified,Kloofendal,,R 2 000 000,6 Bedroom House,,Not specified
Not specified,820,Not specified,6,Not specified,Not specified,Kloofendal,,R 2 000 000,6 Bedroom House,,Not specified
Not specified,260,Not specified,Not specified,Not specified,Not specified,Mostyn Park,,R 2 500 000,Vacant Land,,Not specified
Not specified,260,Not specified,Not specified,Not specified,Not specified,Mostyn Park,,R 2 500 000,Vacant Land,,Not specified
Not specified,428,Not specified,Not specified,Not specified,Not specified,Mostyn Park,,R 2 500 000,Vacant Land,,Not specified
Not specified,428,Not specified,Not specified,Not specified,Not specified,Mostyn Park,,R 2 500 000,Vacant Land,,Not specified
Not specified,310,Not specified,5,Not specified,Not specified,Cosmo City,,R 680 000,5 Bedroom House,,Not specified
Not specified,310,Not specified,5,Not specified,Not specified,Cosmo City,,R 680 000,5 Bedroom House,,Not specified
Not specified,48,Not specified,1,Not specified,Not specified,Bergbron,,R 760 000,1 Bedroom Apartment,,Not specified
Not specified,48,Not specified,1,Not specified,Not specified,Bergbron,,R 760 000,1 Bedroom Apartment,,Not specified
Not specified,859,Not specified,2,Not specified,Not specified,Lindhaven,,R 580 000,2 Bedroom Townhouse,,Not specified
Not specified,859,Not specified,2,Not specified,Not specified,Lindhaven,,R 580 000,2 Bedroom Townhouse,,Not specified
Not specified,992,Not specified,4,Not specified,Not specified,Delarey,,R 1 450 000,4 Bedroom House,,Not specified
Not specified,992,Not specified,4,Not specified,Not specified,Delarey,,R 1 450 000,4 Bedroom House,,Not specified
Not specified,120,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 849 000,3 Bedroom House,,Not specified
Not specified,120,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 849 000,3 Bedroom House,,Not specified
Not specified,224,Not specified,3,Not specified,Not specified,Amorosa,,R 2 500 000,3 Bedroom Townhouse,,Not specified
Not specified,224,Not specified,3,Not specified,Not specified,Amorosa,,R 2 500 000,3 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Radiokop,,R 720 000,3 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Radiokop,,R 720 000,3 Bedroom Apartment,,Not specified
Not specified,583,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 3 250 000,4 Bedroom House,,Not specified
Not specified,583,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 3 250 000,4 Bedroom House,,Not specified
Not specified,127,Not specified,3,Not specified,Not specified,Honeydew Manor,,R 1 249 000,3 Bedroom Townhouse,,Not specified
Not specified,127,Not specified,3,Not specified,Not specified,Honeydew Manor,,R 1 249 000,3 Bedroom Townhouse,,Not specified
Not specified,487,Not specified,4,Not specified,Not specified,Constantia Kloof,,R 2 330 000,4 Bedroom House,,Not specified
Not specified,487,Not specified,4,Not specified,Not specified,Constantia Kloof,,R 2 330 000,4 Bedroom House,,Not specified
Not specified,49,Not specified,2,Not specified,Not specified,Cosmo City,,R 780 000,2 Bedroom Apartment,,Not specified
Not specified,49,Not specified,2,Not specified,Not specified,Cosmo City,,R 780 000,2 Bedroom Apartment,,Not specified
Not specified,000,Not specified,3,Not specified,Not specified,Poortview,,R 4 995 000,3 Bedroom House,,Not specified
Not specified,000,Not specified,3,Not specified,Not specified,Poortview,,R 4 995 000,3 Bedroom House,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 3 975 000 To R 5 520 000,Canyon Villas    Development in Eagle Canyon Golf Estate,,Not specified
Not specified,117,Not specified,3,Not specified,Not specified,Strubensvallei,,R 1 199 000,3 Bedroom Townhouse,,Not specified
Not specified,117,Not specified,3,Not specified,Not specified,Strubensvallei,,R 1 199 000,3 Bedroom Townhouse,,Not specified
Not specified,580,Not specified,4,Not specified,Not specified,Strubensvallei,,R 1 790 000,4 Bedroom House,,Not specified
Not specified,580,Not specified,4,Not specified,Not specified,Strubensvallei,,R 1 790 000,4 Bedroom House,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 550 000,2 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 550 000,2 Bedroom Townhouse,,Not specified
Not specified,59,Not specified,2,Not specified,Not specified,Delarey,,R 495 000,2 Bedroom Apartment,,Not specified
Not specified,59,Not specified,2,Not specified,Not specified,Delarey,,R 495 000,2 Bedroom Apartment,,Not specified
Not specified,465,Not specified,3,Not specified,Not specified,Goudrand,,R 930 000,3 Bedroom House,,Not specified
Not specified,465,Not specified,3,Not specified,Not specified,Goudrand,,R 930 000,3 Bedroom House,,Not specified
Not specified,604,Not specified,2,Not specified,Not specified,Georginia,this weekend - view by appointment only!! Book your viewing today!!,R 630 000,2 Bedroom Townhouse,,Not specified
Not specified,604,Not specified,2,Not specified,Not specified,Georginia,this weekend - view by appointment only!! Book your viewing today!!,R 630 000,2 Bedroom Townhouse,,Not specified
Not specified,162,Not specified,6,Not specified,Not specified,Florida,,R 2 300 000,6 Bedroom House,,Not specified
Not specified,162,Not specified,6,Not specified,Not specified,Florida,,R 2 300 000,6 Bedroom House,,Not specified
Not specified,897,Not specified,3,Not specified,Not specified,Allen's Nek,,R 920 000,3 Bedroom Townhouse,,Not specified
Not specified,897,Not specified,3,Not specified,Not specified,Allen's Nek,,R 920 000,3 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Fleurhof,,R 465 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Fleurhof,,R 465 000,2 Bedroom Apartment,,Not specified
Not specified,80,Not specified,2,Not specified,Not specified,Ruimsig,,R 895 000,2 Bedroom Apartment,,Not specified
Not specified,80,Not specified,2,Not specified,Not specified,Ruimsig,,R 895 000,2 Bedroom Apartment,,Not specified
Not specified,95,Not specified,2,Not specified,Not specified,Honeydew Manor,,R 899 999,2 Bedroom Townhouse,,Not specified
Not specified,95,Not specified,2,Not specified,Not specified,Honeydew Manor,,R 899 999,2 Bedroom Townhouse,,Not specified
Not specified,280,Not specified,3,Not specified,Not specified,Cosmo City,,R 980 000,3 Bedroom House,,Not specified
Not specified,280,Not specified,3,Not specified,Not specified,Cosmo City,,R 980 000,3 Bedroom House,,Not specified
Not specified,51,Not specified,3,Not specified,Not specified,Florida,,R 495 000,3 Bedroom Townhouse,,Not specified
Not specified,51,Not specified,3,Not specified,Not specified,Florida,,R 495 000,3 Bedroom Townhouse,,Not specified
Not specified,Not specified,2,3,Not specified,Not specified,Willowbrook,,R 799 000,3 Bedroom Apartment,,Not specified
Not specified,Not specified,2,3,Not specified,Not specified,Willowbrook,,R 799 000,3 Bedroom Apartment,,Not specified
Not specified,84,Not specified,3,Not specified,Not specified,Groblerpark,,R 570 000,3 Bedroom Apartment,,Not specified
Not specified,84,Not specified,3,Not specified,Not specified,Groblerpark,,R 570 000,3 Bedroom Apartment,,Not specified
Not specified,260,Not specified,3,Not specified,Not specified,Cosmo City,,R 1 520 000,3 Bedroom House,,Not specified
Not specified,260,Not specified,3,Not specified,Not specified,Cosmo City,,R 1 520 000,3 Bedroom House,,Not specified
Not specified,800,Not specified,Not specified,Not specified,Not specified,Florida,,R 3 800 000,Industrial Property,,Not specified
Not specified,800,Not specified,Not specified,Not specified,Not specified,Florida,,R 3 800 000,Industrial Property,,Not specified
Not specified,131,Not specified,2,Not specified,Not specified,Florida North,,R 895 000,2 Bedroom Apartment,,Not specified
Not specified,131,Not specified,2,Not specified,Not specified,Florida North,,R 895 000,2 Bedroom Apartment,,Not specified
Not specified,161,Not specified,3,Not specified,Not specified,Roodekrans,,R 1 200 000,3 Bedroom Townhouse,,Not specified
Not specified,161,Not specified,3,Not specified,Not specified,Roodekrans,,R 1 200 000,3 Bedroom Townhouse,,Not specified
Not specified,278,Not specified,Not specified,Not specified,Not specified,Amorosa,,R 4 500 000,Commercial Property,,Not specified
Not specified,278,Not specified,Not specified,Not specified,Not specified,Amorosa,,R 4 500 000,Commercial Property,,Not specified
Not specified,40,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 849 000 To R 1 225 000,Willow Falls Apartments    Development in Wilgeheuwel,,Not specified
Not specified,650,Not specified,5,Not specified,Not specified,Strubensvallei,,R 1 760 000,5 Bedroom House,,Not specified
Not specified,650,Not specified,5,Not specified,Not specified,Strubensvallei,,R 1 760 000,5 Bedroom House,,Not specified
Not specified,480,Not specified,3,Not specified,Not specified,Willowbrook,,R 2 999 000,3 Bedroom House,,Not specified
Not specified,480,Not specified,3,Not specified,Not specified,Willowbrook,,R 2 999 000,3 Bedroom House,,Not specified
Not specified,182,Not specified,4,Not specified,Not specified,Constantia Kloof,,R 4 999 000,4 Bedroom House,,Not specified
Not specified,182,Not specified,4,Not specified,Not specified,Constantia Kloof,,R 4 999 000,4 Bedroom House,,Not specified
Not specified,696,Not specified,Not specified,Not specified,Not specified,Industria North,,R 1 500 000,Industrial Property,,Not specified
Not specified,696,Not specified,Not specified,Not specified,Not specified,Industria North,,R 1 500 000,Industrial Property,,Not specified
Not specified,51,Not specified,1,Not specified,Not specified,Allen's Nek,,R 560 000,1 Bedroom Apartment,,Not specified
Not specified,51,Not specified,1,Not specified,Not specified,Allen's Nek,,R 560 000,1 Bedroom Apartment,,Not specified
Not specified,160,Not specified,2,Not specified,Not specified,Fleurhof,,R 540 000,2 Bedroom House,,Not specified
Not specified,160,Not specified,2,Not specified,Not specified,Fleurhof,,R 540 000,2 Bedroom House,,Not specified
Not specified,248,Not specified,3,Not specified,Not specified,Groblerpark,,R 900 000,3 Bedroom House,,Not specified
Not specified,248,Not specified,3,Not specified,Not specified,Groblerpark,,R 900 000,3 Bedroom House,,Not specified
Not specified,384,Not specified,3,Not specified,Not specified,Cosmo City,,R 1 100 000,3 Bedroom House,,Not specified
Not specified,384,Not specified,3,Not specified,Not specified,Cosmo City,,R 1 100 000,3 Bedroom House,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Groblerpark,,R 535 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Groblerpark,,R 535 000,2 Bedroom Apartment,,Not specified
Not specified,819,Not specified,5,Not specified,Not specified,Radiokop,,R 1 799 000,5 Bedroom House,,Not specified
Not specified,819,Not specified,5,Not specified,Not specified,Radiokop,,R 1 799 000,5 Bedroom House,,Not specified
Not specified,150,Not specified,2,Not specified,Not specified,Little Falls,,R 949 000,2 Bedroom Townhouse,,Not specified
Not specified,150,Not specified,2,Not specified,Not specified,Little Falls,,R 949 000,2 Bedroom Townhouse,,Not specified
Not specified,154,Not specified,3,Not specified,Not specified,Weltevreden Park,,R 1 270 000,3 Bedroom Townhouse,,Not specified
Not specified,154,Not specified,3,Not specified,Not specified,Weltevreden Park,,R 1 270 000,3 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Floracliffe,,R 385 000,Commercial Property,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Floracliffe,,R 385 000,Commercial Property,,Not specified
Not specified,877,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 860 000,2 Bedroom Townhouse,,Not specified
Not specified,877,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 860 000,2 Bedroom Townhouse,,Not specified
Not specified,51,Not specified,2,Not specified,Not specified,Honeydew,,R 500 000,2 Bedroom Townhouse,,Not specified
Not specified,51,Not specified,2,Not specified,Not specified,Honeydew,,R 500 000,2 Bedroom Townhouse,,Not specified
Not specified,43,Not specified,2,Not specified,Not specified,Fleurhof,,R 450 000,2 Bedroom Townhouse,,Not specified
Not specified,43,Not specified,2,Not specified,Not specified,Fleurhof,,R 450 000,2 Bedroom Townhouse,,Not specified
Not specified,165,Not specified,4,Not specified,Not specified,Willowbrook,,R 1 585 000,4 Bedroom Townhouse,,Not specified
Not specified,165,Not specified,4,Not specified,Not specified,Willowbrook,,R 1 585 000,4 Bedroom Townhouse,,Not specified
Not specified,133,Not specified,2,Not specified,Not specified,Florida Park,,R 760 000,2 Bedroom Apartment,,Not specified
Not specified,133,Not specified,2,Not specified,Not specified,Florida Park,,R 760 000,2 Bedroom Apartment,,Not specified
Not specified,918,Not specified,6,Not specified,Not specified,Discovery,,R 1 800 000,6 Bedroom House,,Not specified
Not specified,918,Not specified,6,Not specified,Not specified,Discovery,,R 1 800 000,6 Bedroom House,,Not specified
Not specified,941,Not specified,4,Not specified,Not specified,Ruimsig,,R 2 950 000,4 Bedroom House,,Not specified
Not specified,941,Not specified,4,Not specified,Not specified,Ruimsig,,R 2 950 000,4 Bedroom House,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 1 899 000 To R 2 499 000,Willow Falls Houses    Development in Wilgeheuwel,,Not specified
Not specified,169,Not specified,3,Not specified,Not specified,Eagle Canyon Golf Estate,,R 2 350 000,3 Bedroom Townhouse,,Not specified
Not specified,169,Not specified,3,Not specified,Not specified,Eagle Canyon Golf Estate,,R 2 350 000,3 Bedroom Townhouse,,Not specified
Not specified,281,Not specified,5,Not specified,Not specified,Helderkruin,,R 2 800 000,5 Bedroom House,,Not specified
Not specified,281,Not specified,5,Not specified,Not specified,Helderkruin,,R 2 800 000,5 Bedroom House,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Florida Hills,,R 710 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Florida Hills,,R 710 000,2 Bedroom Apartment,,Not specified
Not specified,487,Not specified,6,Not specified,Not specified,Helderkruin,,R 2 390 000,6 Bedroom House,,Not specified
Not specified,487,Not specified,6,Not specified,Not specified,Helderkruin,,R 2 390 000,6 Bedroom House,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 790 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 790 000,2 Bedroom Apartment,,Not specified
Not specified,99,Not specified,2,Not specified,Not specified,Little Falls,,R 750 000,2 Bedroom Apartment,,Not specified
Not specified,99,Not specified,2,Not specified,Not specified,Little Falls,,R 750 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,5,Not specified,Not specified,Cosmo City,,R 1 300 000,5 Bedroom House,,Not specified
Not specified,Not specified,Not specified,5,Not specified,Not specified,Cosmo City,,R 1 300 000,5 Bedroom House,,Not specified
Not specified,190,2,3,Not specified,Not specified,Radiokop,,R 2 300 000,3 Bedroom Townhouse,,Not specified
Not specified,190,2,3,Not specified,Not specified,Radiokop,,R 2 300 000,3 Bedroom Townhouse,,Not specified
Not specified,84,Not specified,2,Not specified,Not specified,Discovery,,R 640 000,2 Bedroom Apartment,,Not specified
Not specified,84,Not specified,2,Not specified,Not specified,Discovery,,R 640 000,2 Bedroom Apartment,,Not specified
Not specified,892,Not specified,5,Not specified,Not specified,Witpoortjie,,R 1 450 000,5 Bedroom House,,Not specified
Not specified,892,Not specified,5,Not specified,Not specified,Witpoortjie,,R 1 450 000,5 Bedroom House,,Not specified
Not specified,67,Not specified,2,Not specified,Not specified,Honeypark,,R 635 000,2 Bedroom Apartment,,Not specified
Not specified,67,Not specified,2,Not specified,Not specified,Honeypark,,R 635 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,2,3,Not specified,Not specified,Roodekrans,,R 1 300 000,3 Bedroom House,,Not specified
Not specified,Not specified,2,3,Not specified,Not specified,Roodekrans,,R 1 300 000,3 Bedroom House,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Lindhaven,,R 430 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Lindhaven,,R 430 000,2 Bedroom Apartment,,Not specified
Not specified,145,Not specified,2,Not specified,Not specified,Wilro Park,,R 1 305 000,2 Bedroom Townhouse,,Not specified
Not specified,145,Not specified,2,Not specified,Not specified,Wilro Park,,R 1 305 000,2 Bedroom Townhouse,,Not specified
Not specified,250,Not specified,Not specified,Not specified,Not specified,Honeydew,,POA,Commercial Property,,Not specified
Not specified,250,Not specified,Not specified,Not specified,Not specified,Honeydew,,POA,Commercial Property,,Not specified
Not specified,80,Not specified,2,Not specified,Not specified,Florida,,R 490 000,2 Bedroom Apartment,,Not specified
Not specified,80,Not specified,2,Not specified,Not specified,Florida,,R 490 000,2 Bedroom Apartment,,Not specified
Not specified,235,Not specified,4,Not specified,Not specified,Ruimsig,,R 2 050 000,4 Bedroom Townhouse,,Not specified
Not specified,235,Not specified,4,Not specified,Not specified,Ruimsig,,R 2 050 000,4 Bedroom Townhouse,,Not specified
Not specified,100,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 1 299 000,2 Bedroom Townhouse,,Not specified
Not specified,100,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 1 299 000,2 Bedroom Townhouse,,Not specified
Not specified,81,Not specified,3,Not specified,Not specified,Ruimsig,,R 995 000,3 Bedroom Apartment,,Not specified
Not specified,81,Not specified,3,Not specified,Not specified,Ruimsig,,R 995 000,3 Bedroom Apartment,,Not specified
Not specified,343,Not specified,4,Not specified,Not specified,Little Falls,,R 2 295 000,4 Bedroom Townhouse,,Not specified
Not specified,343,Not specified,4,Not specified,Not specified,Little Falls,,R 2 295 000,4 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 1 899 000 To R 2 499 000,Willow Falls Houses    Development in Wilgeheuwel,,Not specified
Not specified,63,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 1 225 000,2 Bedroom Townhouse,,Not specified
Not specified,63,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 1 225 000,2 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Fleurhof,,R 450 000,2 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Fleurhof,,R 450 000,2 Bedroom Townhouse,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Radiokop,,R 880 000,2 Bedroom Townhouse,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Radiokop,,R 880 000,2 Bedroom Townhouse,,Not specified
Not specified,560,Not specified,4,Not specified,Not specified,Florida North,,R 1 899 000,4 Bedroom House,,Not specified
Not specified,560,Not specified,4,Not specified,Not specified,Florida North,,R 1 899 000,4 Bedroom House,,Not specified
Not specified,166,Not specified,3,Not specified,Not specified,Roodekrans,,R 1 549 000,3 Bedroom House,,Not specified
Not specified,166,Not specified,3,Not specified,Not specified,Roodekrans,,R 1 549 000,3 Bedroom House,,Not specified
Not specified,97,Not specified,3,Not specified,Not specified,Ruimsig,,R 1 199 000,3 Bedroom Apartment,,Not specified
Not specified,97,Not specified,3,Not specified,Not specified,Ruimsig,,R 1 199 000,3 Bedroom Apartment,,Not specified
Not specified,348,Not specified,4,Not specified,Not specified,Wilro Park,,R 1 650 000,4 Bedroom House,,Not specified
Not specified,348,Not specified,4,Not specified,Not specified,Wilro Park,,R 1 650 000,4 Bedroom House,,Not specified
Not specified,35,Not specified,1,Not specified,Not specified,Ruimsig,,R 445 000,1 Bedroom Apartment,,Not specified
Not specified,35,Not specified,1,Not specified,Not specified,Ruimsig,,R 445 000,1 Bedroom Apartment,,Not specified
Not specified,39,Not specified,1,Not specified,Not specified,Horizon View,,R 390 000,1 Bedroom Apartment,,Not specified
Not specified,39,Not specified,1,Not specified,Not specified,Horizon View,,R 390 000,1 Bedroom Apartment,,Not specified
Not specified,203,Not specified,3,Not specified,Not specified,Ruimsig,,R 2 050 000,3 Bedroom House,,Not specified
Not specified,203,Not specified,3,Not specified,Not specified,Ruimsig,,R 2 050 000,3 Bedroom House,,Not specified
Not specified,65,1,2,Not specified,Not specified,Allen's Nek,,R 799 000,2 Bedroom Townhouse,,Not specified
Not specified,65,1,2,Not specified,Not specified,Allen's Nek,,R 799 000,2 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Horizon View,,R 534 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Horizon View,,R 534 000,2 Bedroom Apartment,,Not specified
Not specified,78,Not specified,2,Not specified,Not specified,Florida,,R 395 000,2 Bedroom Apartment,,Not specified
Not specified,78,Not specified,2,Not specified,Not specified,Florida,,R 395 000,2 Bedroom Apartment,,Not specified
Not specified,950,Not specified,4,Not specified,Not specified,Ruimsig,,R 4 000 000,4 Bedroom House,,Not specified
Not specified,950,Not specified,4,Not specified,Not specified,Ruimsig,,R 4 000 000,4 Bedroom House,,Not specified
Not specified,170,Not specified,5,Not specified,Not specified,Florida Park,,R 1 999 000,5 Bedroom House,,Not specified
Not specified,170,Not specified,5,Not specified,Not specified,Florida Park,,R 1 999 000,5 Bedroom House,,Not specified
Not specified,108,Not specified,2,Not specified,Not specified,Strubensvallei,,R 899 000,2 Bedroom Townhouse,,Not specified
Not specified,108,Not specified,2,Not specified,Not specified,Strubensvallei,,R 899 000,2 Bedroom Townhouse,,Not specified
Not specified,900,Not specified,4,Not specified,Not specified,Florida,,R 1 950 000,4 Bedroom House,,Not specified
Not specified,900,Not specified,4,Not specified,Not specified,Florida,,R 1 950 000,4 Bedroom House,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Witpoortjie,,R 695 000,2 Bedroom Townhouse,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Witpoortjie,,R 695 000,2 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,5,Not specified,Not specified,Constantia Kloof,,R 2 990 000,5 Bedroom House,,Not specified
